condition,question,ground_truth,answer,faithfulness_score,is_hallucination,retrieval_latency_ms,generation_latency_ms,total_latency_ms,indexing_cost_note,dataset,model,base_index_s,raptor_index_s
crag,What site is located in the San Francisco Bay Area?,Levi's Stadium," The context does not provide information about a specific site located in the San Francisco Bay Area. However, it mentions two locations within San Francisco: Moscone Center and Justin Herman Plaza on The Embarcadero.",0.9141,False,27.157,1439.842,1466.999,,squad,mistral,7.914,163.862
raptor_2l,What site is located in the San Francisco Bay Area?,Levi's Stadium, Levi's Stadium is located in the San Francisco Bay Area.,0.6719,False,6.948,1164.236,1171.185,,squad,mistral,7.914,163.862
selfrag,What site is located in the San Francisco Bay Area?,Levi's Stadium,[ Re tr ieve ]  </s>,0.5275,False,0.0,2216.65,2216.65,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,What is the name of San Francisco's stadium when looked at as a possibility for Super Bowl 50?,Levi's Stadium, Levi's Stadium,0.5799,False,27.429,453.375,480.804,,squad,mistral,7.914,163.862
crag,What is the name of San Francisco's stadium when looked at as a possibility for Super Bowl 50?,Levi's Stadium," Levi's Stadium, as it was awarded and opened before Super Bowl 50.",0.6393,False,43.009,875.482,918.491,,squad,mistral,7.914,163.862
raptor_2l,What is the name of San Francisco's stadium when looked at as a possibility for Super Bowl 50?,Levi's Stadium, Levi's Stadium,0.5799,False,7.717,808.226,815.943,,squad,mistral,7.914,163.862
selfrag,What is the name of San Francisco's stadium when looked at as a possibility for Super Bowl 50?,Levi's Stadium,The San Fran cis co B ay Area is an ew s and we ather report ing region in Cal iforn ia .  </s>,0.4749,True,0.0,5554.819,5554.819,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,What was the name of New Orleans' superdome at the time that Super Bowl 50 took place?,Mercedes-Benz Superdome, I cannot find this information in the provided context as it does not mention any details about New Orleans' Mercedes-Benz Superdome during or after Super Bowl 50.,0.4458,True,27.142,1494.983,1522.126,,squad,mistral,7.914,163.862
crag,What was the name of New Orleans' superdome at the time that Super Bowl 50 took place?,Mercedes-Benz Superdome," I cannot find this information in the provided context. The context only mentions that New Orleans' Mercedes-Benz Superdome was one of the sites bidding for Super Bowl 50, but it does not specify what the name of the stadium was at the time when Super Bowl 50 took place.",0.6178,False,40.098,2080.02,2120.118,,squad,mistral,7.914,163.862
raptor_2l,What was the name of New Orleans' superdome at the time that Super Bowl 50 took place?,Mercedes-Benz Superdome, I cannot find this information in the provided context as it does not mention the name of New Orleans' Mercedes-Benz Superdome at the time that Super Bowl 50 took place.,0.4866,True,7.05,1760.344,1767.393,,squad,mistral,7.914,163.862
selfrag,What was the name of New Orleans' superdome at the time that Super Bowl 50 took place?,Mercedes-Benz Superdome,"The N FL ann ual y re ve als the host city fort he Su per B ow l , as well as other le ague events , on A pril 1 8 , 2 0 1 6 .   </s>",0.6027,False,0.0,7595.072,7595.072,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,What was the given name of Miami's stadium at the time of Super Bowl 50?,Sun Life Stadium, Sun Life Stadium,0.5698,False,46.971,611.149,658.12,,squad,mistral,7.914,163.862
crag,What was the given name of Miami's stadium at the time of Super Bowl 50?,Sun Life Stadium, I cannot find this information in the provided context as it does not mention the name of Miami's stadium at the time of Super Bowl 50.,0.3946,True,35.276,1222.233,1257.509,,squad,mistral,7.914,163.862
raptor_2l,What was the given name of Miami's stadium at the time of Super Bowl 50?,Sun Life Stadium, Sun Life Stadium,0.5698,False,7.665,955.491,963.156,,squad,mistral,7.914,163.862
selfrag,What was the given name of Miami's stadium at the time of Super Bowl 50?,Sun Life Stadium,"The M ia mi Area , how ever , is not the only place where Su per B ow l 5 0 could have be en h eld .  </s>",0.4014,True,0.0,6437.777,6437.777,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,What three stadiums did the NFL decide between for the game?,"New Orleans' Mercedes-Benz Superdome, Miami's Sun Life Stadium, and the San Francisco Bay Area's Levi's Stadium"," The NFL decided between New Orleans' Mercedes-Benz Superdome, Miami's Sun Life Stadium, and the San Francisco Bay Area's Levi's Stadium for the game.",0.8043,False,53.784,1644.95,1698.734,,squad,mistral,7.914,163.862
crag,What three stadiums did the NFL decide between for the game?,"New Orleans' Mercedes-Benz Superdome, Miami's Sun Life Stadium, and the San Francisco Bay Area's Levi's Stadium"," The NFL decided between New Orleans' Mercedes-Benz Superdome, Miami's Sun Life Stadium, and the San Francisco Bay Area's Levi's Stadium for the game.",0.8043,False,31.827,1194.401,1226.228,,squad,mistral,7.914,163.862
raptor_2l,What three stadiums did the NFL decide between for the game?,"New Orleans' Mercedes-Benz Superdome, Miami's Sun Life Stadium, and the San Francisco Bay Area's Levi's Stadium"," New Orleans' Mercedes-Benz Superdome, Miami's Sun Life Stadium, and the San Francisco Bay Area's Levi's Stadium",0.78,False,7.756,1396.634,1404.39,,squad,mistral,7.914,163.862
selfrag,What three stadiums did the NFL decide between for the game?,"New Orleans' Mercedes-Benz Superdome, Miami's Sun Life Stadium, and the San Francisco Bay Area's Levi's Stadium",The N FL has not y et ann ounced wh eth ert he y will re - so ed the field for the 2 0 1 6 se as ont he y h aven ' t ann ounced wh eth ert he y will re - so ed the field for the 2 0 1 6 se as ont he y h aven ' t ann ounced wh eth ert he y will re - so ed the field for the 2 0 1 6 se as ont he y h aven ' t ann ounced wh eth ert he y will re - so ed the field for the 2 0 1 6 se as ont he y h aven ' t ann ounced wh eth ert he y will re - so ed the field for the 2 0 1 6 se as ont he y h aven ' t ann ounced wh eth ert he y will re - so ed the field for the 2 0 1 6 se as ont he y h aven ' t ann ounced wh eth ert he y will re - so ed the field for the 2 0 1 6 se as ont he y h aven ' t ann ounced wh eth ert he y will re - so ed the field for the 2 0 1 6 se as ont he y h aven ' t ann ounced wh eth ert he y will re - so ed the field for the,0.3717,True,0.0,42590.874,42590.874,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,How many sites did the NFL narrow down Super Bowl 50's location to?,three, The NFL narrowed down Super Bowl 50's location to three sites.,0.7636,False,46.054,922.288,968.341,,squad,mistral,7.914,163.862
crag,How many sites did the NFL narrow down Super Bowl 50's location to?,three, The NFL narrowed down Super Bowl 50's location to 3 sites.,0.7204,False,32.81,695.612,728.422,,squad,mistral,7.914,163.862
raptor_2l,How many sites did the NFL narrow down Super Bowl 50's location to?,three, The NFL narrowed down Super Bowl 50's location to three sites.,0.7636,False,6.651,1122.116,1128.767,,squad,mistral,7.914,163.862
selfrag,How many sites did the NFL narrow down Super Bowl 50's location to?,three,"The N FL has pl anned to expand the Su per B ow l to a week long ce le br ation , in clus ive of a « ▁T ail gate ▁» party , con cert s , and other events .  </s>",0.5368,False,0.0,8304.132,8304.132,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,"One of the sites, Merceds-Benz Superdome, is located where?",New Orleans, I cannot find this information in the provided context. The context does not mention any location for Mercedes-Benz Superdome.,0.6218,False,46.157,1152.01,1198.167,,squad,mistral,7.914,163.862
crag,"One of the sites, Merceds-Benz Superdome, is located where?",New Orleans," The provided context does not specify the exact location of the Mercedes-Benz Superdome. However, it mentions that it's one of the three bids for a league event and is located in New Orleans.",0.5442,False,23.663,1262.697,1286.36,,squad,mistral,7.914,163.862
raptor_2l,"One of the sites, Merceds-Benz Superdome, is located where?",New Orleans, I cannot find this information in the provided context as it does not mention the location of Mercedes-Benz Superdome.,0.5422,False,6.838,1393.759,1400.597,,squad,mistral,7.914,163.862
selfrag,"One of the sites, Merceds-Benz Superdome, is located where?",New Orleans,The park is also a very pop ul art our ist att raction .  </s>,0.5638,False,0.0,3389.481,3389.481,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,What is the name of the stadium in Miami that was considered?,Sun Life Stadium, Sun Life Stadium,0.5698,False,43.821,497.647,541.468,,squad,mistral,7.914,163.862
crag,What is the name of the stadium in Miami that was considered?,Sun Life Stadium, Sun Life Stadium,0.5698,False,28.307,160.119,188.426,,squad,mistral,7.914,163.862
raptor_2l,What is the name of the stadium in Miami that was considered?,Sun Life Stadium, Sun Life Stadium,0.5698,False,6.777,656.275,663.052,,squad,mistral,7.914,163.862
selfrag,What is the name of the stadium in Miami that was considered?,Sun Life Stadium,The M ia mi id de pe end ence on this game is unknown .  </s>,0.4715,True,0.0,3562.017,3562.017,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,What was the third city that was considered?,San Francisco," I cannot find this information in the provided context as it pertains to cities being considered for something, while the context discusses historical events related to Byzantium, New Orleans, Miami, and San Francisco.",0.3211,True,44.649,1585.188,1629.837,,squad,mistral,7.914,163.862
crag,What was the third city that was considered?,San Francisco," I cannot find this information in the provided context as it pertains to cities being considered for something, while the context discusses historical events related to Byzantium and Warsaw. The question seems to be from a different context.",0.4732,True,21.078,1416.887,1437.964,,squad,mistral,7.914,163.862
raptor_2l,What was the third city that was considered?,San Francisco," I cannot find this information in the provided context. The context only discusses historical events related to the Normans and Byzantine Empire, not modern cities or stadiums.",0.4733,True,7.18,1269.585,1276.765,,squad,mistral,7.914,163.862
selfrag,What was the third city that was considered?,San Francisco,</s>,1.0,False,0.0,894.84,894.84,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,What is the name of the stadium in San Francisco Bay Area?,Levi's Stadium., Levi's Stadium,0.5799,False,30.672,567.998,598.67,,squad,mistral,7.914,163.862
crag,What is the name of the stadium in San Francisco Bay Area?,Levi's Stadium., Levi's Stadium,0.5799,False,41.923,428.388,470.311,,squad,mistral,7.914,163.862
raptor_2l,What is the name of the stadium in San Francisco Bay Area?,Levi's Stadium., Levi's Stadium,0.5799,False,6.928,839.217,846.145,,squad,mistral,7.914,163.862
selfrag,What is the name of the stadium in San Francisco Bay Area?,Levi's Stadium.,"The San Fran cis co B ay Area is an ew s and c ult ural h ub , with a  </s>",0.3468,True,0.0,4914.884,4914.884,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,What Florida stadium was considered for Super Bowl 50?,Sun Life Stadium," Sun Life Stadium was the Florida stadium that was considered for Super Bowl 50, but it was not selected as the final venue. The game was held at Levi's Stadium in Santa Clara, California instead.",0.6498,False,44.162,1621.065,1665.227,,squad,mistral,7.914,163.862
crag,What Florida stadium was considered for Super Bowl 50?,Sun Life Stadium," I cannot find this information in the provided context. The context only mentions the Miami stadium being considered for Super Bowls prior to 2016, not Super Bowl 50 specifically.",0.5534,False,33.958,1380.046,1414.004,,squad,mistral,7.914,163.862
raptor_2l,What Florida stadium was considered for Super Bowl 50?,Sun Life Stadium," Sun Life Stadium was the Florida stadium that was initially considered for Super Bowl 50. However, Miami's bid was dealt a significant blow when the Florida legislature refused to approve the funding plan to pay for the renovations needed for Sun Life Stadium, and as a result, Levi's Stadium in Santa Clara, California, was chosen instead.",0.5085,False,6.62,2865.878,2872.498,,squad,mistral,7.914,163.862
selfrag,What Florida stadium was considered for Super Bowl 50?,Sun Life Stadium,The N FL has not y et ann ounced wh eth ert he y will host Su per B ow l 5 0 in F lor ida .  </s>,0.5131,False,0.0,6352.847,6352.847,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,What New Orleans stadium was considered for Super Bowl 50?,Mercedes-Benz Superdome," Mercedes-Benz Superdome in New Orleans was one of the three stadiums considered for Super Bowl 50, according to the provided context.",0.707,False,27.718,1309.093,1336.81,,squad,mistral,7.914,163.862
crag,What New Orleans stadium was considered for Super Bowl 50?,Mercedes-Benz Superdome, Mercedes-Benz Superdome,0.7942,False,30.734,425.754,456.488,,squad,mistral,7.914,163.862
raptor_2l,What New Orleans stadium was considered for Super Bowl 50?,Mercedes-Benz Superdome," Mercedes-Benz Superdome in New Orleans was one of the three stadiums considered for hosting Super Bowl 50, according to the provided context.",0.6817,False,7.492,1685.648,1693.14,,squad,mistral,7.914,163.862
selfrag,What New Orleans stadium was considered for Super Bowl 50?,Mercedes-Benz Superdome,The N FL has not y et ann ounced wh eth ert he y will use a 3 rd stad ium for Su per B ow l 5 0 .   </s>,0.5058,False,0.0,6170.976,6170.976,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,What is the name of the stadium where Super Bowl 50 was played?,Levi's Stadium., Levi's Stadium,0.5799,False,27.252,733.262,760.514,,squad,mistral,7.914,163.862
crag,What is the name of the stadium where Super Bowl 50 was played?,Levi's Stadium., Levi's Stadium,0.5799,False,38.791,509.611,548.402,,squad,mistral,7.914,163.862
raptor_2l,What is the name of the stadium where Super Bowl 50 was played?,Levi's Stadium., Levi's Stadium,0.5799,False,6.425,879.685,886.11,,squad,mistral,7.914,163.862
selfrag,What is the name of the stadium where Super Bowl 50 was played?,Levi's Stadium.,"The San Fran cis co B ay Area is al so home o ft he N FL ' s O ak land A land Col ise um , which is near by .  </s>",0.492,True,0.0,7208.568,7208.568,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,When were the two finalists for hosting Super Bowl 50 announced?,"October 16, 2012"," The two finalists for hosting Super Bowl 50 were announced on October 16, 2012.",0.7968,False,43.359,1097.605,1140.964,,squad,mistral,7.914,163.862
crag,When were the two finalists for hosting Super Bowl 50 announced?,"October 16, 2012"," The league announced the two finalists for hosting Super Bowl 50 on October 16, 2012.",0.7932,False,32.963,1003.112,1036.075,,squad,mistral,7.914,163.862
raptor_2l,When were the two finalists for hosting Super Bowl 50 announced?,"October 16, 2012"," The two finalists for hosting Super Bowl 50 were announced on October 16, 2012.",0.7968,False,7.626,1511.033,1518.658,,squad,mistral,7.914,163.862
selfrag,When were the two finalists for hosting Super Bowl 50 announced?,"October 16, 2012","The N FL ann ounced on J anu ary 1 0 , 2 0 1 6 , that the 5 0 th Su per B ow l w ould be h eld at Le vi ' s St ad ium .  </s>",0.4438,True,0.0,8657.56,8657.56,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,How many times has the South Florida/Miami area hosted the Super Bowl?,10," The South Florida/Miami area has previously hosted the Super Bowl 10 times, according to the provided context.",0.5849,False,45.978,1265.874,1311.852,,squad,mistral,7.914,163.862
crag,How many times has the South Florida/Miami area hosted the Super Bowl?,10, The South Florida/Miami area has previously hosted the event 10 times.,0.7238,False,24.651,592.513,617.164,,squad,mistral,7.914,163.862
raptor_2l,How many times has the South Florida/Miami area hosted the Super Bowl?,10, The South Florida/Miami area has previously hosted the event 10 times as per the provided context.,0.6073,False,7.613,1404.926,1412.539,,squad,mistral,7.914,163.862
selfrag,How many times has the South Florida/Miami area hosted the Super Bowl?,10,The N FL has ann ounced that the 2 0 1 7 Su per B ow l w illo be pl ay ed  </s>,0.2674,True,0.0,5752.57,5752.57,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,What was the most recent Super Bowl hosted in the South Florida/Miami area?,Super Bowl XLIV," The most recent Super Bowl hosted in the South Florida/Miami area, according to the provided context, was Super Bowl XLIV in 2010.",0.8065,False,48.095,1329.257,1377.351,,squad,mistral,7.914,163.862
crag,What was the most recent Super Bowl hosted in the South Florida/Miami area?,Super Bowl XLIV," Super Bowl XLIV in 2010 was the most recent Super Bowl hosted in the South Florida/Miami area, according to the provided context.",0.7548,False,24.765,1016.843,1041.609,,squad,mistral,7.914,163.862
raptor_2l,What was the most recent Super Bowl hosted in the South Florida/Miami area?,Super Bowl XLIV," The most recent Super Bowl hosted in the South Florida/Miami area was Super Bowl XLIV in 2010, as stated in the provided context.",0.746,False,7.918,1755.938,1763.856,,squad,mistral,7.914,163.862
selfrag,What was the most recent Super Bowl hosted in the South Florida/Miami area?,Super Bowl XLIV,"The San Fran cis co B ay Area , in part icular ly the M ia mi / So uth Fl ord a / So uth Be ach / P en ins ula , is one of the  </s>",0.442,True,0.0,7878.336,7878.336,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,When was the most recent Super Bowl hosted in the South Florida/Miami area?,2010," The most recent Super Bowl hosted in the South Florida/Miami area, according to the provided context, was Super Bowl XLIV in 2010.",0.8065,False,49.712,1109.49,1159.201,,squad,mistral,7.914,163.862
crag,When was the most recent Super Bowl hosted in the South Florida/Miami area?,2010," The most recent Super Bowl hosted in the South Florida/Miami area, according to the provided context, was Super Bowl XLIV in 2010.",0.8065,False,40.965,1334.399,1375.363,,squad,mistral,7.914,163.862
raptor_2l,When was the most recent Super Bowl hosted in the South Florida/Miami area?,2010," The most recent Super Bowl hosted in the South Florida/Miami area was Super Bowl XLIV in 2010, as stated in the provided context.",0.746,False,7.635,1761.858,1769.493,,squad,mistral,7.914,163.862
selfrag,When was the most recent Super Bowl hosted in the South Florida/Miami area?,2010,"The San Fran cis co B ay Area , in part icular ly the M ia mi / So uth Fl ord a / So uth Cal iforn ia / N or thern C ali orn ia / N ev ada / A rizona / U t ah , is cons ider ed  the "" Su per B ow l C ities "" or "" Su per B ow l Reg ions "".  </s>",0.4143,True,0.0,14118.159,14118.159,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,When did the San Francisco Bay area last host the Super Bowl?,1985, The San Francisco Bay Area last hosted the Super Bowl in 1985 (Super Bowl XIX).,0.7051,False,26.227,963.745,989.972,,squad,mistral,7.914,163.862
crag,When did the San Francisco Bay area last host the Super Bowl?,1985, The San Francisco Bay Area last hosted the Super Bowl in 1985 (Super Bowl XIX).,0.7051,False,42.094,796.83,838.924,,squad,mistral,7.914,163.862
raptor_2l,When did the San Francisco Bay area last host the Super Bowl?,1985, The San Francisco Bay Area last hosted the Super Bowl in 1985 (Super Bowl XIX).,0.7051,False,7.773,1223.119,1230.892,,squad,mistral,7.914,163.862
selfrag,When did the San Francisco Bay area last host the Super Bowl?,1985,"The San Fran cis co B ay Area is also home o ft he N FL ' s 4 9 ers , who have play ed  </s>",0.4945,True,0.0,5789.243,5789.243,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,What was the other finalist besides Levi's Stadium?,Sun Life Stadium, The other finalist besides Levi's Stadium was Sun Life Stadium.,0.7354,False,27.643,840.061,867.704,,squad,mistral,7.914,163.862
crag,What was the other finalist besides Levi's Stadium?,Sun Life Stadium, The other finalist besides Levi's Stadium was Sun Life Stadium.,0.7354,False,37.41,504.972,542.382,,squad,mistral,7.914,163.862
raptor_2l,What was the other finalist besides Levi's Stadium?,Sun Life Stadium, Miami's Sun Life Stadium was one of the other finalists besides Levi's Stadium.,0.7802,False,6.334,1040.424,1046.757,,squad,mistral,7.914,163.862
selfrag,What was the other finalist besides Levi's Stadium?,Sun Life Stadium,The N FL is now cons ider ing a « Plan B » to be used in place of the « Plan A »  </s>,0.4733,True,0.0,4923.439,4923.439,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,When were the finalists announced?,"October 16, 2012", I cannot find this information in the provided context. The context does not mention when the finalists for the game were announced.,0.7408,False,44.113,1021.36,1065.474,,squad,mistral,7.914,163.862
crag,When were the finalists announced?,"October 16, 2012", I cannot find this information in the provided context. The context does not mention when the finalists for the game were announced.,0.7408,False,17.689,763.14,780.829,,squad,mistral,7.914,163.862
raptor_2l,When were the finalists announced?,"October 16, 2012", I cannot find this information in the provided context. The context does not mention when the finalists for Super Bowl 50 were announced.,0.7361,False,7.414,1248.447,1255.861,,squad,mistral,7.914,163.862
selfrag,When were the finalists announced?,"October 16, 2012","The event w ast aken over by the San Jose S ports and Enter tain ment </paragraph>  ( S J SE ) and S AP C en eter , a joint vent ure between S AP and S J SE .   </s>",0.7785,False,0.0,7791.701,7791.701,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,In what venue did Super Bowl XIX take place?,Stanford Stadium," Stanford Stadium in Stanford, California",0.6347,False,27.351,660.433,687.784,,squad,mistral,7.914,163.862
crag,In what venue did Super Bowl XIX take place?,Stanford Stadium," Stanford Stadium in Stanford, California",0.6347,False,38.589,300.029,338.618,,squad,mistral,7.914,163.862
raptor_2l,In what venue did Super Bowl XIX take place?,Stanford Stadium," Stanford Stadium in Stanford, California",0.6347,False,7.694,711.257,718.951,,squad,mistral,7.914,163.862
selfrag,In what venue did Super Bowl XIX take place?,Stanford Stadium,The event was also he ald in 2 0 1 6 at Le vi ' s St ad ium .   </s>,0.5824,False,0.0,4744.901,4744.901,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,On what date did the Florida legislature decide against the plan to renovate the Miami stadium?,"May 3, 2013"," The context does not provide the exact date when the Florida legislature decided against the plan to renovate the Miami stadium, but it happened before May 3, 2013, as mentioned in the text.",0.4885,True,42.389,1604.085,1646.474,,squad,mistral,7.914,163.862
crag,On what date did the Florida legislature decide against the plan to renovate the Miami stadium?,"May 3, 2013"," The context does not provide the exact date when the Florida legislature decided against the plan to renovate the Miami stadium, but it happened before May 3, 2013, as mentioned in the text.",0.4885,True,17.004,1286.546,1303.549,,squad,mistral,7.914,163.862
raptor_2l,On what date did the Florida legislature decide against the plan to renovate the Miami stadium?,"May 3, 2013"," May 3, 2013",0.5667,False,6.734,735.498,742.232,,squad,mistral,7.914,163.862
selfrag,On what date did the Florida legislature decide against the plan to renovate the Miami stadium?,"May 3, 2013",The M ia mi St ad ium is current ly under going ren ov ations .   </s>,0.5733,False,0.0,3854.214,3854.214,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,In what year was the Super Bowl last held in the Miami/South Florida area?,2010," The Super Bowl was last held in the Miami/South Florida area in 2010, as mentioned in the context. Specifically, it was Super Bowl XLIV.",0.7158,False,45.4,1394.212,1439.611,,squad,mistral,7.914,163.862
crag,In what year was the Super Bowl last held in the Miami/South Florida area?,2010," The most recent Super Bowl held in the Miami/South Florida area, according to the provided context, was Super Bowl XLIV in 2010.",0.8002,False,40.707,1330.574,1371.281,,squad,mistral,7.914,163.862
raptor_2l,In what year was the Super Bowl last held in the Miami/South Florida area?,2010," The Super Bowl was last held in the Miami/South Florida area in 2010, as stated in the context.",0.8012,False,7.441,1554.77,1562.211,,squad,mistral,7.914,163.862
selfrag,In what year was the Super Bowl last held in the Miami/South Florida area?,2010,"The M ia mi / So uth F lor ida area also h eld the Su per B ow l X VI in 2 0 1 0 , and Su per B ow l X IV in 2 0 0 7 .  </s>",0.4305,True,0.0,8771.521,8771.521,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,How many times has a Super Bowl taken place at Miami's Sun Life Stadium?,two," I cannot find this information in the provided context. The context only mentions that Miami's Sun Life Stadium was one of the finalists for hosting a Super Bowl, but it does not specify how many times a Super Bowl has been held there.",0.5672,False,44.989,1668.764,1713.752,,squad,mistral,7.914,163.862
crag,How many times has a Super Bowl taken place at Miami's Sun Life Stadium?,two," I cannot find this information in the provided context. The context only mentions that Miami's Sun Life Stadium has hosted the Super Bowl 10 times (implied to be in the past), but it does not specify how many times the Super Bowl took place at Sun Life Stadium after October 16, 2012, when the league announced the finalists.",0.4767,True,36.385,2201.307,2237.692,,squad,mistral,7.914,163.862
raptor_2l,How many times has a Super Bowl taken place at Miami's Sun Life Stadium?,two, I cannot find this information in the provided context as it does not mention any Super Bowls taking place at Miami's Sun Life Stadium after 2010 (Super Bowl XLIV).,0.467,True,7.433,1725.545,1732.979,,squad,mistral,7.914,163.862
selfrag,How many times has a Super Bowl taken place at Miami's Sun Life Stadium?,two,The M ia mi id de pe end ence on th eth is year ' s Su per B ow l is the first time .  </s>,0.4016,True,0.0,5300.593,5300.593,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,What was the last Super Bowl that took place at Sun Life Stadium in Miami? ,Super Bowl XLIV," The last Super Bowl that took place at Sun Life Stadium in Miami, according to the provided context, was Super Bowl XLIV in 2010.",0.7891,False,47.632,1123.631,1171.262,,squad,mistral,7.914,163.862
crag,What was the last Super Bowl that took place at Sun Life Stadium in Miami? ,Super Bowl XLIV," The context does not provide information about which Super Bowl took place at Sun Life Stadium in Miami before the provided context ends. However, it is mentioned that the most recent Super Bowl in Miami was Super Bowl XLIV in 2010.",0.7121,False,30.21,1571.998,1602.208,,squad,mistral,7.914,163.862
raptor_2l,What was the last Super Bowl that took place at Sun Life Stadium in Miami? ,Super Bowl XLIV, I cannot find this information in the provided context as it does not mention any Super Bowl taking place at Sun Life Stadium after 2010 (Super Bowl XLIV).,0.5522,False,6.839,1716.513,1723.351,,squad,mistral,7.914,163.862
selfrag,What was the last Super Bowl that took place at Sun Life Stadium in Miami? ,Super Bowl XLIV,The le ague has not y et ann ounced the host city for Su per B ow l L VI .  </s>,0.6345,False,0.0,4466.815,4466.815,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,"In 2012, how many stadiums were named as finalists for hosting Super Bowl 50 before the final stadium was chosen?",two, Two stadiums were named as finalists for hosting Super Bowl 50 in 2012.,0.7681,False,28.536,1044.931,1073.467,,squad,mistral,7.914,163.862
crag,"In 2012, how many stadiums were named as finalists for hosting Super Bowl 50 before the final stadium was chosen?",two," I cannot find this information in the provided context. The context only mentions the finalists for Super Bowl 50 (Sun Life Stadium and Levi's Stadium) were announced in 2012, but it does not specify how many stadiums were initially considered as potential candidates before these two were named as finalists.",0.5209,False,35.344,2111.729,2147.073,,squad,mistral,7.914,163.862
raptor_2l,"In 2012, how many stadiums were named as finalists for hosting Super Bowl 50 before the final stadium was chosen?",two, Two stadiums were named as finalists for hosting Super Bowl 50 in 2012. The two finalists were Sun Life Stadium and Levi's Stadium.,0.7942,False,7.175,1695.648,1702.823,,squad,mistral,7.914,163.862
selfrag,"In 2012, how many stadiums were named as finalists for hosting Super Bowl 50 before the final stadium was chosen?",two,"The N FL has also ann ounced that the Su per B ow l w ould rem ain in San Fran cis co B ay A ren a , but th ath at  </s>",0.3383,True,0.0,7237.884,7237.884,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
